,Vote
2998,7
2999,1
3000,8
3001,8
3002,2
3003,5
3004,2
3005,9
3006,10
3007,5
3008,9
3009,8
3010,8
3011,5
3012,8
3013,8
3014,6
3015,5
3016,10
3017,8
3018,8
3019,10
3020,8
3021,6
3022,8
3023,3
3024,7
3025,1
3026,10
3027,5
3028,5
3029,5
3030,7
3031,7
3032,8
3033,11
3034,11
3035,7
3036,8
3037,11
3038,7
3039,8
3040,4
3041,5
3042,4
3043,5
3044,10
3045,5
3046,5
3047,9
3048,4
3049,9
3050,9
3051,1
3052,8
3053,5
3054,2
3055,5
3056,2
3057,10
3058,6
3059,1
3060,11
3061,8
3062,11
3063,8
3064,7
3065,5
3066,10
3067,1
3068,5
3069,10
3070,7
3071,5
3072,7
3073,7
3074,8
3075,5
3076,6
3077,5
3078,4
3079,5
3080,5
3081,2
3082,7
3083,5
3084,11
3085,8
3086,8
3087,9
3088,7
3089,5
3090,5
3091,1
3092,1
3093,8
3094,5
3095,7
3096,1
3097,8
3098,5
3099,1
3100,9
3101,10
3102,5
3103,4
3104,5
3105,6
3106,10
3107,11
3108,5
3109,9
3110,3
3111,4
3112,9
3113,8
3114,9
3115,10
3116,9
3117,7
3118,7
3119,9
3120,8
3121,8
3122,11
3123,5
3124,5
3125,10
3126,10
3127,8
3128,9
3129,10
3130,8
3131,11
3132,4
3133,8
3134,8
3135,8
3136,5
3137,8
3138,10
3139,10
3140,7
3141,9
3142,9
3143,11
3144,8
3145,11
3146,5
3147,6
3148,1
3149,5
3150,9
3151,4
3152,8
3153,9
3154,8
3155,5
3156,7
3157,1
3158,7
3159,4
3160,7
3161,10
3162,7
3163,9
3164,10
3165,8
3166,7
3167,8
3168,7
3169,4
3170,8
3171,11
3172,10
3173,1
3174,1
3175,8
3176,5
3177,10
3178,11
3179,1
3180,9
3181,8
3182,11
3183,6
3184,8
3185,7
3186,1
3187,7
3188,1
3189,10
3190,9
3191,1
3192,9
3193,10
3194,5
3195,4
3196,8
3197,8
3198,2
3199,5
3200,5
3201,5
3202,9
3203,8
3204,11
3205,6
3206,9
3207,3
3208,8
3209,5
3210,5
3211,7
3212,7
3213,4
3214,8
3215,5
3216,4
3217,8
3218,8
3219,8
3220,10
3221,1
3222,5
3223,5
3224,5
3225,8
3226,4
3227,1
3228,9
3229,3
3230,10
3231,5
3232,2
3233,8
3234,8
3235,3
3236,7
3237,10
3238,10
3239,8
3240,7
3241,1
3242,10
3243,5
3244,5
3245,8
3246,5
3247,9
3248,5
3249,10
3250,7
3251,5
3252,7
3253,8
3254,9
3255,5
3256,2
3257,10
3258,3
3259,8
3260,5
3261,5
3262,9
3263,4
3264,7
3265,7
3266,5
3267,5
3268,9
3269,7
3270,9
3271,8
3272,3
3273,4
3274,8
3275,9
3276,5
3277,8
3278,7
3279,2
3280,5
3281,4
3282,5
3283,3
3284,8
3285,7
3286,5
3287,6
3288,10
3289,5
3290,9
3291,10
3292,10
3293,8
3294,9
3295,8
3296,8
3297,2
3298,8
3299,10
3300,2
3301,5
3302,9
3303,8
3304,5
3305,8
3306,3
3307,10
3308,2
3309,5
3310,5
3311,8
3312,7
3313,10
3314,10
3315,8
3316,9
3317,10
3318,8
3319,5
3320,4
3321,7
3322,8
3323,11
3324,7
3325,5
3326,3
3327,3
3328,5
3329,11
3330,7
3331,10
3332,10
3333,7
3334,7
3335,8
3336,8
3337,8
3338,7
3339,1
3340,10
3341,8
3342,8
3343,10
3344,5
3345,5
3346,8
3347,11
3348,11
3349,8
3350,7
3351,8
3352,1
3353,9
3354,8
3355,5
3356,8
3357,8
3358,11
3359,7
3360,8
3361,9
3362,3
3363,6
3364,1
3365,6
3366,5
3367,8
3368,7
3369,11
3370,8
3371,4
3372,7
3373,3
3374,8
3375,8
3376,10
3377,10
3378,8
3379,9
3380,2
3381,5
3382,8
3383,6
3384,9
3385,8
3386,8
3387,9
3388,11
3389,2
3390,8
3391,10
3392,3
3393,5
3394,8
3395,9
3396,8
3397,11
3398,7
3399,3
3400,6
3401,5
3402,8
3403,5
3404,5
3405,2
3406,11
3407,10
3408,8
3409,8
3410,8
3411,10
3412,1
3413,6
3414,9
3415,6
3416,2
3417,4
3418,5
3419,8
3420,10
3421,8
3422,9
3423,9
3424,5
3425,8
3426,9
3427,2
3428,8
3429,8
3430,3
3431,4
3432,11
3433,5
3434,6
3435,8
3436,1
3437,5
3438,8
3439,7
3440,7
3441,10
3442,8
3443,10
3444,4
3445,8
3446,9
3447,8
3448,3
3449,9
3450,10
3451,8
3452,4
3453,8
3454,5
3455,7
3456,1
3457,9
3458,7
3459,9
3460,5
3461,8
3462,8
3463,8
3464,8
3465,7
3466,7
3467,4
3468,1
3469,8
3470,5
3471,6
3472,7
3473,5
3474,7
3475,3
3476,1
3477,1
3478,5
3479,10
3480,10
3481,7
3482,7
3483,1
3484,4
3485,5
3486,8
3487,8
3488,7
3489,10
3490,10
3491,8
3492,7
3493,7
3494,7
3495,8
3496,11
3497,7
3498,6
3499,5
3500,5
3501,7
3502,5
3503,8
3504,8
3505,7
3506,5
3507,5
3508,8
3509,2
3510,8
3511,9
3512,5
3513,5
3514,10
3515,10
3516,8
3517,5
3518,10
3519,5
3520,5
3521,9
3522,8
3523,8
3524,8
3525,5
3526,8
3527,4
3528,8
3529,4
3530,5
3531,5
3532,5
3533,10
3534,8
3535,10
3536,8
3537,8
3538,5
3539,10
3540,5
3541,10
3542,4
3543,10
3544,8
3545,10
3546,7
3547,5
3548,7
3549,8
3550,1
3551,8
3552,5
3553,8
3554,2
3555,7
3556,7
3557,8
3558,1
3559,8
3560,1
3561,7
3562,5
3563,8
3564,10
3565,1
3566,8
3567,5
3568,10
3569,10
3570,8
3571,8
3572,10
3573,5
3574,5
3575,8
3576,1
3577,8
3578,10
3579,10
3580,7
3581,1
3582,4
3583,9
3584,8
3585,6
3586,9
3587,7
3588,8
3589,5
3590,8
3591,5
3592,7
3593,4
3594,5
3595,5
3596,9
3597,5
3598,9
3599,2
3600,5
3601,8
3602,5
3603,7
3604,8
3605,11
3606,7
3607,10
3608,5
3609,4
3610,6
3611,8
3612,8
3613,1
3614,3
3615,4
3616,9
3617,5
3618,8
3619,9
3620,8
3621,10
3622,2
3623,1
3624,8
3625,8
3626,1
3627,8
3628,6
3629,5
3630,7
3631,10
3632,10
3633,8
3634,10
3635,8
3636,9
3637,5
3638,5
3639,5
3640,3
3641,9
3642,9
3643,7
3644,5
3645,6
3646,8
3647,8
3648,7
3649,5
3650,4
3651,8
3652,8
3653,8
3654,8
3655,8
3656,8
3657,10
3658,11
3659,4
3660,8
3661,4
3662,8
3663,4
3664,9
3665,8
3666,10
3667,8
3668,10
3669,10
3670,9
3671,8
3672,11
3673,8
3674,9
3675,5
3676,10
3677,11
3678,11
3679,5
3680,8
3681,8
3682,8
3683,8
3684,5
3685,8
3686,11
3687,8
3688,8
3689,10
3690,1
3691,5
3692,8
3693,8
3694,7
3695,7
3696,5
3697,5
3698,2
3699,8
3700,10
3701,9
3702,10
3703,5
3704,10
3705,5
3706,9
3707,2
3708,11
3709,5
3710,8
3711,7
3712,9
3713,5
3714,8
3715,8
3716,2
3717,4
3718,8
3719,1
3720,8
3721,5
3722,8
3723,11
3724,7
3725,5
3726,9
3727,11
3728,10
3729,5
3730,1
3731,8
3732,5
3733,1
3734,8
3735,10
3736,9
3737,8
3738,8
3739,8
3740,10
3741,9
3742,1
3743,8
3744,9
3745,7
3746,2
3747,7
3748,8
3749,7
3750,9
3751,6
3752,8
3753,2
3754,8
3755,3
3756,11
3757,1
3758,7
3759,5
3760,6
3761,9
3762,7
3763,5
3764,2
3765,2
3766,7
3767,5
3768,7
3769,5
3770,7
3771,8
3772,5
3773,9
3774,1
3775,5
3776,10
3777,2
3778,11
3779,10
3780,3
3781,5
3782,8
3783,4
3784,1
3785,9
3786,7
3787,8
3788,7
3789,5
3790,4
3791,10
3792,8
3793,5
3794,7
3795,2
3796,8
3797,5
3798,1
3799,10
3800,5
3801,3
3802,6
3803,6
3804,8
3805,1
3806,8
3807,8
3808,5
3809,8
3810,4
3811,10
3812,6
3813,7
3814,8
3815,4
3816,1
3817,8
3818,10
3819,8
3820,7
3821,9
3822,9
3823,10
3824,2
3825,9
3826,9
3827,5
3828,2
3829,8
3830,10
3831,9
3832,11
3833,8
3834,10
3835,11
3836,8
3837,1
3838,10
3839,5
3840,5
3841,5
3842,5
3843,7
3844,9
3845,8
3846,2
3847,8
3848,3
3849,2
3850,4
3851,4
3852,7
3853,6
3854,7
3855,7
3856,8
3857,8
3858,8
3859,3
3860,8
3861,4
3862,8
3863,8
3864,3
3865,5
3866,7
3867,8
3868,5
3869,10
3870,5
3871,5
3872,5
3873,8
3874,7
3875,2
3876,1
3877,10
3878,7
3879,5
3880,6
3881,11
3882,9
3883,10
3884,8
3885,8
3886,2
3887,8
3888,8
3889,8
3890,10
3891,9
3892,8
3893,7
3894,10
3895,9
3896,11
3897,5
3898,8
3899,6
3900,5
3901,5
3902,1
3903,5
3904,9
3905,8
3906,5
3907,8
3908,8
3909,5
3910,8
3911,8
3912,7
3913,6
3914,11
3915,7
3916,10
3917,4
3918,5
3919,10
3920,4
3921,9
3922,7
3923,5
3924,5
3925,8
3926,4
3927,2
3928,11
3929,9
3930,8
3931,11
3932,9
3933,11
3934,8
3935,1
3936,8
3937,5
3938,11
3939,3
3940,1
3941,5
3942,4
3943,8
3944,8
3945,5
3946,8
3947,8
3948,6
3949,8
3950,5
3951,9
3952,5
3953,8
3954,3
3955,8
3956,7
3957,5
3958,3
3959,2
3960,5
3961,8
3962,7
3963,8
3964,5
3965,7
3966,3
3967,8
3968,10
3969,10
3970,8
3971,9
3972,10
3973,8
3974,10
3975,9
3976,9
3977,11
3978,1
3979,7
3980,10
3981,8
3982,7
3983,1
3984,8
3985,8
3986,1
3987,1
3988,11
3989,8
3990,7
3991,8
3992,6
3993,11
3994,4
3995,1
3996,2
3997,10
3998,5
3999,9
4000,9
4001,9
4002,8
4003,5
4004,8
4005,8
4006,11
4007,8
4008,4
4009,5
4010,5
4011,7
4012,4
4013,11
4014,10
4015,8
4016,9
4017,4
4018,1
4019,9
4020,4
4021,10
4022,5
4023,8
4024,5
4025,9
4026,4
4027,9
4028,7
4029,10
4030,8
4031,8
4032,9
4033,10
4034,8
4035,9
4036,6
4037,5
4038,5
4039,8
4040,6
4041,7
4042,8
4043,9
4044,5
4045,4
4046,5
4047,5
4048,5
4049,1
4050,8
4051,8
4052,10
4053,8
4054,7
4055,5
4056,8
4057,8
4058,1
4059,1
4060,9
4061,7
4062,8
4063,4
4064,8
4065,8
4066,1
4067,8
4068,5
4069,7
4070,9
4071,7
4072,6
4073,4
4074,8
4075,10
4076,8
4077,4
4078,8
4079,9
4080,8
4081,8
4082,1
4083,8
4084,4
4085,7
4086,10
4087,5
4088,4
4089,5
4090,4
4091,5
4092,9
4093,11
4094,3
4095,9
4096,8
4097,5
4098,10
4099,11
4100,7
4101,8
4102,10
4103,9
4104,9
4105,10
4106,3
4107,10
4108,5
4109,10
4110,7
4111,1
4112,8
4113,6
4114,8
4115,5
4116,4
4117,4
4118,8
4119,8
4120,8
4121,8
4122,5
4123,5
4124,8
4125,10
4126,8
4127,8
4128,5
4129,4
4130,9
4131,8
4132,7
4133,10
4134,8
4135,6
4136,7
4137,10
4138,8
4139,8
4140,3
4141,8
4142,10
4143,8
4144,9
4145,7
4146,4
4147,5
4148,8
4149,11
4150,9
4151,6
4152,8
4153,7
4154,5
4155,5
4156,8
4157,8
4158,4
4159,7
4160,5
4161,11
4162,8
4163,10
4164,8
4165,7
4166,10
4167,5
4168,9
4169,7
4170,11
4171,11
4172,5
4173,10
4174,8
4175,3
4176,5
4177,1
4178,5
4179,1
4180,7
4181,7
4182,9
4183,8
4184,5
4185,1
4186,8
4187,5
4188,8
4189,8
4190,7
4191,7
4192,7
4193,8
4194,5
4195,9
4196,8
4197,8
4198,1
4199,6
4200,8
4201,2
4202,6
4203,5
4204,8
4205,8
4206,3
4207,7
4208,10
4209,7
4210,8
4211,7
4212,10
4213,11
4214,5
4215,5
4216,5
4217,7
4218,1
4219,11
4220,2
4221,10
4222,9
4223,7
4224,10
4225,8
4226,3
4227,7
4228,9
4229,7
4230,11
4231,5
4232,11
4233,6
4234,8
4235,4
4236,1
4237,7
4238,5
4239,5
4240,8
4241,9
4242,10
4243,2
4244,9
4245,9
4246,8
4247,7
4248,9
4249,8
4250,5
4251,7
4252,2
4253,1
4254,8
4255,9
4256,9
4257,10
4258,7
4259,11
4260,5
4261,7
4262,3
4263,5
4264,8
4265,9
4266,3
4267,6
4268,7
4269,6
4270,5
4271,5
4272,4
4273,7
4274,7
4275,5
4276,8
4277,3
4278,8
4279,5
4280,5
4281,9
4282,4
4283,5
4284,8
4285,6
4286,11
4287,5
4288,9
4289,8
4290,7
4291,8
4292,9
4293,7
4294,6
4295,1
4296,5
4297,8
4298,8
4299,1
4300,5
4301,8
4302,8
4303,7
4304,10
4305,5
4306,2
4307,10
4308,10
4309,8
4310,5
4311,2
4312,8
4313,5
4314,7
4315,10
4316,10
4317,5
4318,4
4319,7
4320,9
4321,3
4322,10
4323,11
4324,10
4325,8
4326,10
4327,8
4328,8
4329,4
4330,10
4331,6
4332,7
4333,10
4334,8
4335,8
4336,5
4337,3
4338,9
4339,2
4340,8
4341,9
4342,5
4343,7
4344,5
4345,7
4346,7
4347,8
4348,9
4349,8
4350,11
4351,8
4352,7
4353,9
4354,8
4355,7
4356,8
4357,8
4358,8
4359,6
4360,5
4361,8
4362,1
4363,5
4364,5
4365,9
4366,1
4367,4
4368,8
4369,10
4370,9
4371,5
4372,7
4373,9
4374,10
4375,8
4376,5
4377,1
4378,5
4379,10
4380,9
4381,6
4382,10
4383,5
4384,1
4385,10
4386,3
4387,11
4388,7
4389,5
4390,8
4391,10
4392,4
4393,5
4394,5
4395,2
4396,8
4397,1
4398,8
4399,2
4400,4
4401,7
4402,8
4403,5
4404,9
4405,5
4406,10
4407,2
4408,8
4409,11
4410,7
4411,8
4412,5
4413,6
4414,8
4415,11
4416,10
4417,8
4418,8
4419,8
4420,11
4421,8
4422,9
4423,4
4424,8
4425,10
4426,5
4427,8
4428,8
4429,11
4430,4
4431,8
4432,1
4433,8
4434,6
4435,10
4436,2
4437,4
4438,8
4439,9
4440,5
4441,7
4442,9
4443,8
4444,9
4445,9
4446,8
4447,8
4448,1
4449,2
4450,4
4451,2
4452,1
4453,5
4454,5
4455,5
4456,5
4457,11
4458,8
4459,4
4460,5
4461,8
4462,8
4463,8
4464,5
4465,8
4466,10
4467,9
4468,5
4469,9
4470,8
4471,1
4472,1
4473,10
4474,8
4475,11
4476,5
4477,9
4478,6
4479,2
4480,10
4481,8
4482,4
4483,1
4484,3
4485,5
4486,11
4487,7
4488,9
4489,5
4490,7
4491,1
4492,8
4493,8
4494,10
4495,5
4496,2
4497,5
4498,9
4499,5
4500,7
4501,5
4502,9
4503,3
4504,10
4505,7
4506,6
4507,9
4508,7
4509,7
4510,8
4511,10
4512,8
4513,9
4514,1
4515,8
4516,5
4517,10
4518,6
4519,7
4520,3
4521,8
4522,5
4523,8
4524,8
4525,3
4526,1
4527,1
4528,8
4529,6
4530,5
4531,3
4532,8
4533,4
4534,8
4535,9
4536,10
4537,5
4538,6
4539,2
4540,5
4541,2
4542,4
4543,11
4544,4
4545,8
4546,11
4547,8
4548,5
4549,7
4550,4
4551,8
4552,5
4553,8
4554,4
4555,5
4556,6
4557,10
4558,9
4559,8
4560,9
4561,7
4562,7
4563,4
4564,5
4565,2
4566,6
4567,8
4568,9
4569,10
4570,4
4571,9
4572,8
4573,9
4574,5
4575,8
4576,2
4577,10
4578,1
4579,2
4580,9
4581,9
4582,8
4583,8
4584,5
4585,2
4586,10
4587,10
4588,5
4589,7
4590,10
4591,10
4592,8
4593,2
4594,7
4595,8
4596,4
4597,10
4598,9
4599,7
4600,9
4601,8
4602,10
4603,11
4604,2
4605,10
4606,5
4607,9
4608,8
4609,7
4610,10
4611,4
4612,4
4613,10
4614,10
4615,8
4616,5
4617,11
4618,9
4619,5
4620,10
4621,10
4622,9
4623,8
4624,7
4625,8
4626,10
4627,8
4628,2
4629,8
4630,8
4631,8
4632,8
4633,7
4634,2
4635,5
4636,5
4637,4
4638,9
4639,8
4640,10
4641,8
4642,5
4643,3
4644,1
4645,9
4646,1
4647,8
4648,10
4649,2
4650,7
4651,4
4652,9
4653,8
4654,7
4655,9
4656,10
4657,8
4658,9
4659,8
4660,8
4661,8
4662,9
4663,8
4664,1
4665,7
4666,8
4667,2
4668,6
4669,5
4670,11
4671,1
4672,5
4673,10
4674,6
4675,9
4676,10
4677,9
4678,11
4679,8
4680,7
4681,9
4682,8
4683,8
4684,1
4685,8
4686,1
4687,9
4688,8
4689,11
4690,8
4691,11
4692,2
4693,8
4694,8
4695,10
4696,7
4697,8
4698,11
4699,10
4700,5
4701,11
4702,8
4703,8
4704,11
4705,9
4706,2
4707,8
4708,8
4709,9
4710,11
4711,8
4712,6
4713,10
4714,5
4715,4
4716,5
4717,10
4718,4
4719,8
4720,9
4721,10
4722,2
4723,11
4724,6
4725,9
4726,5
4727,10
4728,11
4729,4
4730,8
4731,9
4732,7
4733,8
4734,4
4735,1
4736,9
4737,9
4738,11
4739,8
4740,8
4741,5
4742,9
4743,3
4744,5
4745,2
4746,5
4747,10
4748,5
4749,6
4750,5
4751,8
4752,1
4753,5
4754,2
4755,8
4756,8
4757,7
4758,8
4759,10
4760,5
4761,7
4762,2
4763,8
4764,4
4765,1
4766,3
4767,8
4768,8
4769,8
4770,5
4771,5
4772,5
4773,8
4774,5
4775,5
4776,9
4777,3
4778,9
4779,10
4780,5
4781,3
4782,5
4783,5
4784,5
4785,4
4786,8
4787,8
4788,10
4789,5
4790,1
4791,2
4792,8
4793,10
4794,1
4795,7
4796,8
4797,8
4798,8
4799,9
4800,8
4801,5
4802,10
4803,10
4804,5
4805,7
4806,7
4807,4
4808,7
4809,4
4810,5
4811,5
4812,3
4813,8
4814,5
4815,9
4816,5
4817,1
4818,8
4819,9
4820,2
4821,5
4822,8
4823,8
4824,8
4825,2
4826,8
4827,5
4828,1
4829,2
4830,7
4831,1
4832,8
4833,3
4834,7
4835,9
4836,7
4837,10
4838,10
4839,10
4840,7
4841,4
4842,9
4843,4
4844,8
4845,1
4846,5
4847,5
4848,8
4849,4
4850,5
4851,10
4852,10
4853,5
4854,5
4855,1
4856,8
4857,8
4858,10
4859,11
4860,7
4861,9
4862,3
4863,4
4864,9
4865,1
4866,9
4867,10
4868,4
4869,2
4870,8
4871,5
4872,6
4873,7
4874,1
4875,10
4876,7
4877,8
4878,4
4879,5
4880,5
4881,8
4882,11
4883,4
4884,5
4885,7
4886,5
4887,7
4888,9
4889,10
4890,9
4891,8
4892,10
4893,5
4894,10
4895,11
4896,5
4897,4
4898,5
4899,2
4900,1
4901,5
4902,10
4903,5
4904,10
4905,10
4906,4
4907,8
4908,9
4909,7
4910,2
4911,6
4912,5
4913,7
4914,8
4915,10
4916,8
4917,1
4918,8
4919,10
4920,4
4921,5
4922,2
4923,5
4924,10
4925,8
4926,11
4927,1
4928,5
4929,5
4930,8
4931,8
4932,7
4933,9
4934,8
4935,8
4936,5
4937,4
4938,5
4939,4
4940,4
4941,10
4942,10
4943,3
4944,8
4945,8
4946,10
4947,7
4948,8
4949,8
4950,5
4951,6
4952,10
4953,5
4954,5
4955,10
4956,5
4957,8
4958,8
4959,11
4960,8
4961,8
4962,9
4963,8
4964,9
4965,8
4966,10
4967,7
4968,7
4969,4
4970,8
4971,8
4972,5
4973,6
4974,7
4975,8
4976,10
4977,8
4978,5
4979,10
4980,4
4981,8
4982,2
4983,4
4984,1
4985,5
4986,7
4987,2
4988,10
4989,8
4990,8
4991,7
4992,6
4993,5
4994,2
4995,5
4996,4
4997,8
4998,5
4999,11
5000,4
5001,5
5002,10
5003,5
5004,8
5005,7
5006,2
5007,9
5008,8
5009,5
5010,8
5011,5
5012,7
5013,4
5014,4
5015,8
5016,8
5017,4
5018,4
5019,8
5020,10
5021,7
5022,8
5023,2
5024,10
5025,8
5026,8
5027,1
5028,6
5029,8
5030,8
5031,5
5032,8
5033,4
5034,5
5035,11
5036,8
5037,5
5038,5
5039,3
5040,9
5041,9
5042,8
5043,5
5044,9
5045,5
5046,2
5047,7
5048,7
5049,8
5050,1
5051,1
5052,11
5053,5
5054,8
5055,5
5056,11
5057,4
5058,8
5059,8
5060,8
5061,4
5062,8
5063,8
5064,2
5065,8
5066,8
5067,7
5068,1
5069,5
5070,3
5071,8
5072,1
5073,11
5074,1
5075,3
5076,6
5077,10
5078,10
5079,10
5080,5
5081,4
5082,1
5083,9
5084,10
5085,10
5086,10
5087,5
5088,4
5089,8
5090,8
5091,10
5092,11
5093,6
5094,8
5095,5
5096,10
5097,5
5098,8
5099,8
5100,6
5101,8
5102,3
5103,10
5104,8
5105,8
5106,9
5107,1
5108,5
5109,4
5110,6
5111,5
5112,8
5113,11
5114,8
5115,8
5116,8
5117,5
5118,8
5119,9
5120,7
5121,5
5122,1
5123,3
5124,11
5125,6
5126,1
5127,9
5128,7
5129,5
5130,3
5131,7
5132,1
5133,7
5134,7
5135,8
5136,5
5137,1
5138,7
5139,2
5140,9
5141,8
5142,10
5143,8
5144,6
5145,5
5146,8
5147,5
5148,7
5149,4
5150,8
5151,8
5152,5
5153,8
5154,8
5155,11
5156,9
5157,7
5158,8
5159,5
5160,5
5161,2
5162,11
5163,8
5164,4
5165,10
5166,9
5167,7
5168,5
5169,3
5170,1
5171,5
5172,1
5173,5
5174,9
5175,11
5176,4
5177,1
5178,8
5179,8
5180,9
5181,9
5182,8
5183,5
5184,9
5185,8
5186,1
5187,8
5188,7
5189,1
5190,9
5191,11
5192,8
5193,9
5194,7
5195,2
5196,8
5197,8
5198,8
5199,8
5200,8
5201,5
5202,8
5203,3
5204,7
5205,5
5206,1
5207,7
5208,9
5209,11
5210,9
5211,7
5212,4
5213,4
5214,8
5215,5
5216,5
5217,1
5218,8
5219,7
5220,8
5221,1
5222,5
5223,7
5224,8
5225,10
5226,5
5227,10
5228,7
5229,5
5230,5
5231,7
5232,5
5233,5
5234,2
5235,8
5236,8
5237,8
5238,3
5239,8
5240,8
5241,8
5242,8
5243,7
5244,6
5245,9
5246,8
5247,9
5248,10
5249,9
5250,11
5251,7
5252,5
5253,2
5254,2
5255,5
5256,3
5257,10
5258,6
5259,4
5260,3
5261,5
5262,4
5263,8
5264,8
5265,8
5266,8
5267,7
5268,6
5269,5
5270,5
5271,5
5272,2
5273,8
5274,6
5275,8
5276,5
5277,8
5278,8
5279,7
5280,3
5281,8
5282,7
5283,5
5284,9
5285,8
5286,7
5287,8
5288,9
5289,1
5290,8
5291,11
5292,11
5293,10
5294,7
5295,8
5296,11
5297,7
5298,3
5299,8
5300,10
5301,8
5302,8
5303,8
5304,10
5305,1
5306,11
5307,9
5308,5
5309,6
5310,5
5311,8
5312,8
5313,5
5314,8
5315,2
5316,10
5317,8
5318,11
5319,11
5320,3
5321,5
5322,8
5323,8
5324,10
5325,5
5326,11
5327,8
5328,7
5329,8
5330,9
5331,3
5332,11
5333,7
5334,7
5335,3
5336,8
5337,8
5338,8
5339,10
5340,7
5341,8
5342,10
5343,5
5344,3
5345,5
5346,5
5347,8
5348,9
5349,6
5350,4
5351,5
5352,10
5353,11
5354,5
5355,3
5356,9
5357,5
5358,10
5359,1
5360,4
5361,1
5362,8
5363,5
5364,8
5365,10
5366,8
5367,5
5368,5
5369,2
5370,2
5371,1
5372,10
5373,8
5374,10
5375,2
5376,10
5377,10
5378,8
5379,5
5380,8
5381,4
5382,8
5383,5
5384,8
5385,5
5386,5
5387,5
5388,7
5389,1
5390,5
5391,8
5392,7
5393,5
5394,5
5395,8
5396,1
5397,10
5398,4
5399,9
5400,5
5401,1
5402,8
5403,9
5404,8
5405,8
5406,9
5407,8
5408,7
5409,4
5410,5
5411,3
5412,3
5413,7
5414,5
5415,8
5416,10
5417,4
5418,6
5419,9
5420,7
5421,5
5422,9
5423,8
5424,3
5425,8
5426,9
5427,8
5428,10
5429,9
5430,11
5431,4
5432,6
5433,5
5434,9
5435,1
5436,5
5437,5
5438,4
5439,10
5440,9
5441,7
5442,5
5443,8
5444,10
5445,7
5446,7
5447,4
5448,5
5449,11
5450,7
5451,8
5452,10
5453,3
5454,11
5455,7
5456,3
5457,7
5458,4
5459,10
5460,8
5461,8
5462,3
5463,8
5464,8
5465,11
5466,7
5467,8
5468,10
5469,5
5470,8
5471,8
5472,7
5473,10
5474,10
5475,2
5476,1
5477,5
5478,5
5479,5
5480,8
5481,5
5482,5
5483,8
5484,7
5485,8
5486,9
5487,5
5488,8
5489,8
5490,10
5491,3
5492,10
5493,4
5494,11
5495,10
5496,5
5497,8
5498,6
5499,9
5500,4
5501,5
5502,5
5503,2
5504,5
5505,4
5506,5
5507,5
5508,5
5509,9
5510,8
5511,11
5512,10
5513,10
5514,8
5515,10
5516,4
5517,6
5518,8
5519,11
5520,8
5521,1
5522,9
5523,8
5524,5
5525,6
5526,3
5527,10
5528,7
5529,8
5530,2
5531,5
5532,8
5533,7
5534,9
5535,10
5536,8
5537,2
5538,9
5539,10
5540,5
5541,2
5542,10
5543,5
5544,11
5545,2
5546,10
5547,10
5548,6
5549,8
5550,5
5551,9
5552,5
5553,4
5554,5
5555,2
5556,8
5557,9
5558,10
5559,8
5560,8
5561,9
5562,7
5563,5
5564,8
5565,3
5566,8
5567,9
5568,1
5569,8
5570,11
5571,8
5572,5
5573,10
5574,4
5575,8
5576,4
5577,4
5578,5
5579,5
5580,5
5581,8
5582,8
5583,10
5584,7
5585,1
5586,8
5587,8
5588,1
5589,11
5590,6
5591,5
5592,10
5593,10
5594,11
5595,7
5596,8
5597,5
5598,5
5599,8
5600,8
5601,9
5602,2
5603,8
5604,8
5605,8
5606,2
5607,8
5608,10
5609,5
5610,4
5611,8
5612,2
5613,8
5614,5
5615,5
5616,7
5617,5
5618,7
5619,9
5620,9
5621,9
5622,10
5623,8
5624,8
5625,11
5626,4
5627,10
5628,3
5629,8
5630,8
5631,5
5632,5
5633,8
5634,11
5635,1
5636,9
5637,5
5638,9
5639,8
5640,5
5641,8
5642,9
5643,5
5644,2
5645,9
5646,8
5647,5
5648,1
5649,8
5650,10
5651,2
5652,1
5653,8
5654,4
5655,8
5656,5
5657,9
5658,10
5659,8
5660,10
5661,1
5662,1
5663,9
5664,5
5665,5
5666,10
5667,5
5668,7
5669,9
5670,3
5671,9
5672,8
5673,8
5674,10
5675,11
5676,2
5677,7
5678,5
5679,7
5680,9
5681,2
5682,8
5683,3
5684,1
5685,11
5686,7
5687,9
5688,9
5689,4
5690,11
5691,5
5692,8
5693,7
5694,10
5695,1
5696,5
5697,9
5698,9
5699,5
5700,10
5701,8
5702,8
5703,6
5704,4
5705,1
5706,9
5707,1
5708,4
5709,8
5710,8
5711,9
5712,8
5713,10
5714,9
5715,5
5716,5
5717,10
5718,8
5719,9
5720,4
5721,1
5722,8
5723,4
5724,2
5725,8
5726,8
5727,5
5728,8
5729,9
5730,1
5731,3
5732,9
5733,4
5734,5
5735,8
5736,5
5737,8
5738,7
5739,5
5740,9
5741,3
5742,1
5743,8
5744,6
5745,7
5746,9
5747,5
5748,4
5749,1
5750,5
5751,7
5752,8
5753,5
5754,5
5755,1
5756,5
5757,8
5758,1
5759,6
5760,7
5761,7
5762,3
5763,8
5764,7
5765,5
5766,7
5767,7
5768,9
5769,7
5770,2
5771,8
5772,10
5773,8
5774,8
5775,8
5776,5
5777,2
5778,10
5779,2
5780,4
5781,1
5782,5
5783,5
5784,1
5785,8
5786,8
5787,7
5788,8
5789,9
5790,9
5791,4
5792,8
5793,1
5794,8
5795,5
5796,10
